cEXT,cNEU,cAGR,cCON,cOPN,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They
y,n,y,y,y,18,0,54,12,24,5,1,62,0,31,22,94,37,0,6,51,53,24,12,9,9,27,297,3,32,5,3,9,0,6,2,5,28,1,0,90,3,57,21,5,7,0,16,16,2,17,4,0,3,19,1,13,64,3,98,4,14,2,0,5,1,5,0,2
n,y,n,n,n,23,1,90,11,31,1,6,77,4,26,32,95,51,2,9,65,64,25,21,7,7,52,445,2,48,7,4,11,5,11,8,3,63,3,2,140,2,58,39,1,3,9,19,32,9,41,20,1,1,37,3,10,65,10,144,7,10,1,7,8,0,2,1,0
y,n,y,y,y,5,0,32,4,8,4,2,52,0,34,12,55,34,10,24,27,45,5,5,9,2,45,192,0,21,10,1,4,1,1,1,3,8,4,1,60,1,34,18,0,5,1,9,7,1,12,6,0,3,23,0,4,22,8,57,0,27,2,0,0,0,0,2,4
y,y,n,n,y,1,0,30,11,12,7,6,21,0,13,4,74,11,1,8,10,35,16,7,2,9,20,154,3,16,12,13,4,0,4,1,7,19,0,2,40,2,42,28,0,0,1,5,16,3,11,3,0,1,7,0,14,49,10,42,1,11,0,2,1,0,1,1,1
n,y,n,y,y,30,0,102,2,46,0,1,84,1,27,24,125,42,0,7,68,86,22,16,21,12,46,473,2,41,16,3,10,0,3,10,4,62,3,2,146,9,86,31,2,1,3,15,15,6,38,16,0,3,27,0,12,70,12,133,0,24,0,0,13,2,0,0,5
y,n,y,y,n,15,0,48,4,15,1,1,73,1,42,13,90,32,0,1,60,56,9,11,7,8,29,289,1,36,4,7,7,0,6,7,6,20,3,2,93,12,60,22,0,9,2,8,18,1,14,12,1,3,12,0,12,55,8,72,1,16,0,0,7,1,4,0,2
y,n,n,y,n,4,0,64,5,28,2,6,64,4,38,26,99,34,1,8,54,84,11,13,7,7,28,352,0,55,12,8,7,4,8,6,9,28,0,3,92,0,60,31,1,3,2,16,20,3,31,9,0,0,12,1,14,65,20,80,3,23,2,3,0,1,8,0,2
y,n,y,y,y,18,1,69,6,26,3,10,68,1,32,28,118,49,1,11,59,64,19,17,10,9,50,366,0,53,12,0,9,4,7,6,4,33,3,0,101,3,72,38,1,7,1,11,26,15,25,10,1,0,39,4,16,75,12,133,3,22,0,2,3,0,3,0,2
y,y,n,n,y,3,0,9,14,6,0,2,9,0,8,6,33,5,0,4,5,18,6,5,3,5,16,70,2,8,5,0,3,8,7,3,0,7,0,0,16,1,23,26,3,4,3,11,21,3,2,6,10,2,3,1,8,21,6,29,3,4,0,0,2,0,2,1,1
n,y,y,n,y,15,0,45,2,12,0,1,49,4,29,29,76,32,0,0,42,44,26,13,5,4,19,252,2,42,1,2,7,4,5,3,1,26,1,0,75,5,42,14,0,3,0,11,13,2,15,4,0,0,7,0,7,64,6,86,0,6,2,0,4,0,0,0,0
y,n,n,y,n,31,3,106,6,30,0,6,100,2,40,36,143,64,10,6,62,84,32,30,25,2,85,546,5,61,9,3,11,0,13,3,4,73,2,0,173,18,90,32,1,1,3,22,22,10,24,8,0,6,49,0,5,115,14,178,1,19,8,1,13,0,3,1,0
n,y,n,n,y,15,0,45,6,24,0,1,65,2,28,17,87,38,1,1,61,58,14,18,6,9,16,293,5,41,7,1,6,1,5,5,2,20,1,2,85,2,55,21,0,0,0,18,14,1,21,6,0,1,22,0,4,63,6,82,1,11,0,1,3,1,2,0,4
y,n,y,y,n,18,0,50,0,26,0,0,50,0,29,33,81,44,0,0,50,56,20,13,7,8,9,265,0,30,3,2,8,1,25,3,2,22,0,0,72,0,44,20,9,6,0,16,18,0,17,3,0,0,24,0,18,56,7,100,0,10,0,0,8,2,1,0,0
y,n,y,y,n,4,1,75,15,19,4,4,74,2,35,34,113,44,3,5,63,68,18,29,10,7,27,400,8,39,16,6,6,0,12,3,11,28,3,2,102,5,82,23,0,2,0,16,7,7,27,6,1,0,29,0,17,83,15,110,4,12,1,1,5,0,5,0,3
y,n,y,y,n,13,0,72,3,29,0,1,84,0,34,15,107,39,3,7,69,69,8,20,6,4,34,363,0,33,10,3,7,0,14,9,2,31,5,1,115,5,61,25,0,6,0,9,15,2,26,14,0,4,41,0,5,78,11,96,3,22,0,0,7,3,7,0,4
y,y,y,y,y,26,1,121,6,44,0,0,95,4,43,50,139,61,3,17,70,100,24,27,13,4,78,545,1,48,9,9,11,3,7,9,9,58,2,1,153,4,86,40,1,6,5,34,31,10,37,16,0,2,36,2,12,96,19,162,5,32,2,0,9,0,5,0,2
n,n,n,n,y,42,2,106,5,35,0,6,189,2,57,53,226,68,1,56,126,97,39,25,18,30,105,680,0,102,19,5,18,2,4,7,3,98,5,1,287,3,117,45,0,5,11,21,26,2,15,23,5,0,31,0,64,133,10,234,1,44,3,6,4,0,3,1,11
y,y,n,y,n,20,0,99,5,43,0,3,82,2,60,33,122,63,2,13,50,106,21,27,7,7,56,500,0,59,8,16,21,0,30,7,8,51,0,1,133,13,85,37,3,10,2,21,29,7,42,9,0,0,23,0,14,100,11,128,5,11,10,1,11,0,4,0,2
n,n,n,y,n,6,0,56,7,25,5,0,56,0,50,5,87,39,2,1,50,85,8,4,2,3,19,287,0,18,4,1,6,2,12,3,11,28,0,1,84,4,53,14,3,2,1,7,10,0,32,4,0,0,22,1,16,34,12,69,2,45,0,0,3,0,6,0,0
n,y,n,y,n,28,2,65,12,26,5,1,113,0,41,20,175,44,2,18,90,85,43,18,6,15,38,426,2,36,13,3,13,1,13,9,11,32,3,5,145,6,101,41,1,1,4,20,28,1,21,16,0,2,16,2,39,112,13,130,5,29,0,0,6,2,4,0,4
n,y,n,n,n,31,0,93,2,27,0,2,91,2,60,32,166,55,1,9,80,96,26,26,18,5,42,525,1,65,23,4,19,0,9,8,7,74,3,1,165,4,98,50,0,7,6,27,27,8,36,17,0,2,24,1,10,126,13,156,1,25,5,0,13,0,10,0,8
y,n,n,y,y,29,0,78,11,30,1,7,93,6,40,36,119,62,1,4,88,71,34,17,10,1,33,444,4,44,12,2,14,2,6,8,1,75,1,2,168,2,63,44,2,9,8,36,32,2,20,17,2,1,26,1,14,81,9,156,5,36,0,1,4,0,4,0,1
n,n,y,n,y,15,3,98,5,44,0,2,88,3,69,21,159,51,3,12,77,133,29,16,13,32,53,423,2,41,7,9,9,2,5,5,1,22,2,8,110,2,105,38,2,6,1,8,31,11,15,8,2,7,40,1,21,103,23,127,1,8,0,1,11,1,8,1,1
y,n,n,y,n,12,0,69,8,43,1,4,90,2,44,42,114,57,3,13,71,97,15,21,13,7,40,419,1,51,12,7,12,0,15,0,2,39,1,3,129,1,72,33,0,7,2,21,21,6,21,3,2,2,19,1,12,75,17,126,4,24,4,1,0,0,17,0,5
n,y,n,y,n,5,0,36,4,11,1,7,49,0,26,18,46,25,0,2,47,41,14,7,4,0,21,201,0,19,12,8,3,0,4,2,8,26,2,2,75,0,24,18,1,2,3,3,6,1,12,8,0,6,8,0,3,17,6,47,3,27,0,0,1,1,2,0,0
n,y,n,n,y,10,1,46,6,18,0,1,33,2,8,21,49,22,1,1,28,32,21,14,7,3,19,226,2,24,5,2,6,0,0,1,1,45,1,0,78,1,30,16,1,1,2,8,11,0,19,4,0,0,8,1,6,32,7,75,4,10,2,0,0,3,0,1,1
y,n,y,y,y,12,0,64,5,34,1,5,77,1,40,17,95,37,1,10,62,87,8,14,14,3,34,349,3,35,14,4,6,1,13,3,6,44,0,0,121,3,62,24,1,2,5,8,10,2,15,8,0,2,22,0,5,50,13,82,1,35,2,0,3,2,9,0,3
n,y,y,y,y,28,0,85,10,23,0,2,92,2,24,27,132,49,1,9,73,61,22,18,9,6,44,457,2,48,14,3,15,1,7,6,8,70,1,2,162,0,66,36,12,2,2,26,22,1,42,9,7,3,23,1,8,83,16,134,1,33,14,1,7,6,4,0,6
y,n,y,n,y,2,0,46,11,21,2,0,40,0,22,5,47,15,8,4,29,47,5,8,6,2,20,191,0,12,4,7,4,1,10,2,5,16,0,0,56,1,27,13,0,2,0,3,9,0,24,3,1,0,18,1,4,26,6,43,8,15,0,0,4,0,4,0,2
n,y,n,n,y,23,0,80,12,20,4,11,123,5,36,35,167,43,2,13,100,61,34,14,10,16,44,471,1,45,19,10,11,2,7,3,5,58,5,3,181,7,92,51,2,4,3,21,32,0,22,11,5,0,20,0,33,114,10,150,2,18,1,7,7,1,0,0,3
n,n,n,n,n,6,0,30,2,3,0,1,27,3,8,10,46,9,3,2,20,12,7,9,0,0,13,150,1,21,3,0,7,2,5,2,2,20,0,0,47,1,27,19,2,2,1,9,16,3,9,3,0,0,7,0,3,35,3,39,1,8,1,1,3,0,2,0,1
n,y,n,y,y,19,1,68,25,28,8,16,116,1,37,24,167,51,0,12,91,71,24,27,11,18,49,452,5,39,25,7,14,4,18,8,2,52,1,2,168,12,97,56,6,8,0,22,31,6,19,9,6,4,25,1,29,118,11,132,8,15,4,12,3,1,4,1,5
y,n,y,y,y,23,1,64,20,23,7,4,117,3,33,16,175,35,4,23,97,58,31,13,12,18,46,451,7,42,11,10,11,3,8,4,7,59,5,3,176,1,102,51,5,6,3,18,40,4,29,12,3,4,20,0,25,120,8,116,5,25,0,1,4,1,4,0,2
y,y,y,n,n,8,2,48,5,16,0,0,47,2,7,8,67,22,0,0,45,30,9,8,2,2,9,204,4,18,2,5,8,0,6,2,0,17,2,1,64,2,41,11,0,0,0,8,9,1,12,4,1,2,18,0,13,51,6,62,0,6,0,0,5,0,2,0,2
n,y,n,y,y,28,2,70,8,20,0,9,98,1,38,40,150,60,0,1,94,66,34,20,15,14,19,484,8,57,15,8,18,1,5,2,0,64,2,0,162,3,99,37,1,4,4,20,22,4,26,8,0,0,26,0,30,91,12,162,0,24,0,0,1,0,4,0,2
y,n,n,n,y,14,2,49,6,25,3,2,59,0,26,22,74,23,2,2,48,61,12,15,6,3,22,259,1,27,6,7,2,0,2,4,4,31,0,2,90,6,43,15,2,2,0,10,8,2,13,5,0,1,18,2,6,42,11,77,2,24,1,0,3,0,6,0,1
n,y,n,n,n,11,5,89,6,25,0,1,92,3,38,22,124,39,2,2,85,74,32,24,10,11,28,419,3,46,7,8,7,0,14,0,3,40,3,0,132,3,63,48,4,8,2,10,41,4,34,5,2,2,24,2,25,90,18,110,1,13,0,1,10,0,2,0,3
y,y,n,y,y,8,0,35,4,19,0,1,27,0,18,1,28,10,2,1,23,38,1,6,3,1,10,130,3,12,4,3,1,0,3,2,4,9,0,0,36,1,18,8,0,1,0,2,4,3,15,2,0,1,6,0,3,15,1,24,1,5,0,0,3,0,3,0,3
y,n,n,y,n,8,0,45,5,21,1,0,30,1,23,11,59,30,1,5,26,47,12,14,5,8,16,221,1,31,1,6,2,0,9,4,3,20,2,0,50,1,43,13,1,3,1,11,12,0,17,7,1,0,12,2,7,43,5,56,3,4,0,1,0,0,7,0,0
y,n,y,n,n,13,1,71,7,39,1,7,62,0,42,29,99,62,8,3,52,89,22,31,23,8,25,394,2,46,12,6,2,1,8,3,5,46,2,1,108,0,60,23,0,3,2,17,11,4,21,7,3,0,53,0,14,74,11,143,1,9,0,1,1,0,3,0,4
n,n,n,y,y,18,0,95,3,33,0,2,64,0,39,25,115,53,3,13,49,80,41,22,6,17,44,414,0,40,8,5,15,0,16,3,8,37,9,3,101,4,72,18,3,2,4,16,10,7,41,16,0,1,23,0,14,71,10,126,3,20,0,1,11,0,7,0,4
y,n,y,y,n,16,0,108,10,52,0,1,110,2,44,29,129,71,2,15,88,106,20,26,13,7,61,516,3,62,9,6,11,1,9,3,5,52,0,3,162,7,74,46,0,6,0,14,37,9,41,3,7,5,39,0,16,91,16,135,0,22,4,0,12,3,7,0,2
y,n,y,y,n,8,0,75,9,31,2,2,66,3,39,26,90,42,0,8,53,85,16,7,6,9,22,340,3,36,5,6,9,0,8,0,3,39,1,1,105,0,54,13,1,2,3,13,8,0,20,4,0,1,20,1,5,43,17,88,4,31,5,0,3,0,2,0,0
n,n,y,n,y,14,1,49,5,26,0,0,37,2,19,12,72,39,11,0,18,49,12,15,4,4,34,261,3,29,3,3,4,0,3,1,4,32,5,0,69,1,47,12,1,2,2,6,9,5,27,8,0,2,20,0,7,58,4,72,2,2,7,0,0,2,2,0,0
y,n,y,y,n,21,3,59,6,29,3,0,59,0,45,28,114,35,0,0,48,77,39,27,8,21,18,325,3,34,4,0,4,1,16,1,2,29,4,1,88,7,64,29,1,5,0,14,25,1,25,6,0,0,14,2,23,63,7,110,0,19,4,0,3,0,6,0,1
n,y,n,y,n,17,0,69,4,29,0,0,64,1,30,26,95,29,0,1,62,64,18,13,4,13,19,368,1,29,8,8,13,1,3,0,8,51,3,3,115,0,66,15,1,2,4,14,7,3,32,7,1,0,13,0,15,50,7,109,2,23,2,0,4,4,3,0,0
n,y,y,n,n,15,0,72,17,40,7,1,98,3,34,33,143,53,0,10,81,90,17,12,6,11,39,449,5,42,11,11,16,4,11,9,4,45,4,1,143,5,88,36,4,5,2,15,25,2,38,15,2,7,25,2,20,106,20,114,3,18,3,0,8,3,14,0,1
y,y,n,y,n,15,0,38,3,19,1,4,50,3,28,11,81,13,0,0,50,48,16,13,4,9,14,224,2,20,6,1,4,4,8,4,2,27,6,1,77,0,46,22,2,4,1,8,16,6,15,11,0,0,10,4,16,56,5,72,0,12,0,0,2,0,0,0,1
y,y,y,n,y,10,0,68,4,33,2,1,49,0,25,17,80,25,1,0,45,63,14,14,9,1,14,281,1,27,3,11,6,0,13,3,3,28,1,1,77,3,44,23,3,2,0,10,20,2,38,4,1,1,13,2,14,62,5,79,0,14,0,0,5,0,4,0,1
y,y,y,n,n,8,0,50,4,26,2,5,49,1,39,28,90,34,5,4,38,72,31,16,9,7,31,298,1,48,7,13,2,4,7,6,3,30,2,1,79,2,53,36,1,3,0,13,27,8,21,8,1,0,14,1,14,44,10,96,1,32,0,6,6,1,7,0,0
y,n,y,n,n,9,0,72,2,40,0,0,54,1,36,11,76,36,4,4,41,83,10,15,13,7,34,290,1,24,5,0,6,1,8,3,4,26,1,2,80,6,49,22,4,4,0,8,17,6,21,4,1,1,44,4,12,50,8,102,0,9,0,0,6,1,2,0,1
y,y,n,y,n,16,2,67,19,33,5,5,115,3,56,27,180,36,0,38,92,95,23,14,14,15,68,447,3,63,12,7,19,4,6,4,4,29,4,1,144,0,110,48,2,7,3,19,35,7,23,11,6,2,26,5,40,120,12,156,5,32,2,3,6,0,7,0,4
y,y,n,n,y,22,1,40,6,10,0,1,63,0,38,20,97,41,0,24,33,49,8,3,12,8,54,298,5,41,5,2,13,2,3,7,2,48,2,1,111,6,56,21,0,2,1,20,16,1,8,11,0,12,14,0,15,59,4,96,1,19,0,0,2,2,3,13,0
y,y,n,n,n,6,1,31,16,18,8,4,29,0,6,5,56,6,1,2,27,38,10,5,1,0,24,140,0,15,5,4,2,3,6,6,1,20,1,0,49,0,29,14,1,1,4,5,9,5,9,11,1,0,9,0,7,46,14,37,7,7,0,1,1,0,3,0,0
y,y,y,y,y,36,1,79,19,27,6,8,152,0,42,44,194,60,3,30,117,72,63,12,8,13,85,517,5,38,18,11,18,9,6,12,0,58,2,2,210,5,102,65,1,12,2,23,47,12,26,18,6,5,27,1,40,141,11,177,4,22,3,4,4,0,4,0,4
n,y,n,y,n,8,0,45,2,19,0,0,44,0,25,9,56,20,9,20,14,50,8,14,5,4,44,207,2,18,4,1,8,1,1,4,2,15,3,0,59,1,36,16,4,1,0,5,12,4,17,7,0,0,15,2,5,39,5,52,0,6,0,0,2,0,4,0,0
n,n,y,n,y,6,2,26,3,10,1,2,22,2,11,11,36,11,0,2,19,28,11,8,2,3,15,125,0,18,3,3,2,0,1,2,1,14,0,0,36,1,25,11,0,0,1,4,7,1,9,3,1,0,8,2,2,24,6,39,1,6,1,1,1,1,1,0,0
y,y,n,y,y,16,1,84,10,42,2,0,72,0,37,18,101,50,5,1,56,91,17,29,21,1,43,387,5,44,7,1,12,0,2,3,5,37,1,0,109,8,62,22,0,1,2,10,14,3,16,6,1,3,35,1,2,74,12,114,2,21,3,0,5,0,7,0,3
y,n,y,n,n,8,3,90,9,42,0,13,73,1,27,21,69,34,0,5,56,78,13,26,8,6,36,361,1,26,19,9,7,0,3,1,10,26,2,1,99,12,46,42,2,1,2,15,22,4,29,5,4,2,34,1,14,25,11,96,7,31,0,10,4,2,5,0,0
y,n,y,y,y,10,0,70,6,32,0,4,57,0,31,27,91,36,0,3,52,79,13,15,10,4,27,340,1,41,13,9,6,1,6,2,5,40,4,1,97,2,54,32,0,6,2,13,19,6,31,9,2,0,17,1,12,61,15,86,4,20,1,2,6,0,3,0,6
n,y,n,n,n,20,0,88,11,27,1,1,91,1,33,37,131,57,1,21,73,61,24,14,19,6,54,437,8,33,8,4,10,0,5,4,0,62,6,2,153,3,81,37,3,7,2,21,29,5,26,12,0,13,23,1,14,88,7,140,3,26,0,0,10,0,3,0,2
y,y,n,n,n,9,3,141,11,60,4,0,119,2,69,19,152,66,6,18,96,154,14,25,10,4,61,597,4,50,6,16,12,0,39,5,8,46,7,0,165,4,102,22,5,2,0,17,16,6,56,12,0,5,51,0,9,89,29,127,3,50,2,0,12,1,16,0,2
y,y,n,y,y,29,2,123,5,52,1,4,156,1,62,61,193,80,20,39,107,126,18,42,25,6,115,706,2,91,17,4,18,1,6,8,7,66,3,3,222,3,114,47,3,6,2,47,30,6,37,13,0,2,59,5,28,137,14,237,2,34,5,2,11,0,4,1,7
y,y,y,y,y,14,3,76,9,33,2,0,103,1,41,34,141,46,1,10,90,91,39,24,11,11,45,444,3,51,6,9,7,5,16,9,7,37,3,4,140,2,80,31,7,0,1,12,25,6,34,13,1,1,17,2,34,109,17,129,5,12,1,0,6,0,1,0,4
y,n,y,n,n,11,1,64,7,35,3,2,57,2,22,12,86,38,0,3,46,68,19,16,2,8,27,294,3,35,5,11,8,1,10,3,5,21,2,3,78,4,44,25,3,4,0,11,20,6,28,5,0,0,21,0,16,55,15,82,1,12,5,1,6,0,10,0,0
n,n,n,n,y,19,0,67,9,20,3,0,46,1,17,24,94,37,8,1,33,42,29,15,7,11,27,317,3,25,1,0,15,2,5,1,2,51,0,4,97,4,56,20,0,3,2,8,19,2,29,3,1,3,12,0,13,59,7,110,2,15,1,0,7,0,0,0,0
y,n,y,n,n,31,1,144,20,64,3,2,110,1,57,51,200,126,4,15,87,142,28,28,16,17,70,711,9,82,14,9,26,3,22,10,14,55,10,1,165,3,113,59,2,10,1,28,46,12,60,23,1,1,94,1,25,124,29,251,7,39,5,1,7,3,3,0,4
y,n,y,y,n,16,0,72,6,24,1,1,65,0,34,40,120,33,4,1,47,71,18,21,13,10,42,383,4,42,7,8,6,4,9,5,6,49,1,4,114,4,75,35,1,2,3,16,28,4,21,9,0,2,13,1,18,86,15,119,1,19,9,1,9,1,1,0,1
y,n,n,y,n,16,1,93,6,35,0,0,103,4,26,29,120,50,4,0,90,65,19,26,9,3,35,442,2,47,6,5,16,1,23,4,5,34,2,2,137,8,77,36,8,2,0,11,31,3,28,6,3,5,20,1,10,87,5,111,1,21,1,0,9,2,8,0,3
y,y,n,n,n,56,1,107,5,56,0,2,194,1,68,47,243,114,0,2,162,140,43,34,29,27,69,798,2,75,15,1,29,1,13,15,10,76,10,0,270,27,152,50,1,10,5,43,35,9,40,30,2,1,52,3,27,169,22,246,1,22,3,2,8,1,13,0,10
y,y,n,n,n,23,0,84,7,31,2,2,99,2,32,24,129,47,3,3,89,68,29,19,9,3,50,447,4,44,12,4,10,1,8,2,5,48,3,3,147,4,78,35,2,5,1,19,22,13,31,6,0,3,20,3,19,107,9,125,1,12,0,1,10,1,4,0,1
n,y,y,n,n,4,0,24,11,4,0,2,19,1,8,2,31,15,0,12,11,14,0,2,4,3,18,132,2,19,7,2,7,2,0,0,3,17,3,0,36,0,22,13,0,0,2,3,6,3,18,5,1,0,8,0,3,21,1,28,10,6,0,0,2,2,0,1,1
y,n,y,y,n,13,2,76,5,25,0,1,66,1,31,21,100,36,1,12,53,72,14,9,5,4,45,330,2,35,5,1,5,0,8,1,9,29,4,1,95,9,53,17,1,2,4,22,12,7,27,9,0,2,14,0,12,74,18,74,3,18,0,0,7,0,1,0,1
y,y,y,y,y,15,0,99,18,49,12,3,83,3,62,28,139,65,7,10,63,116,25,19,8,6,50,476,2,35,4,7,21,1,14,7,5,47,8,0,130,2,85,30,2,10,3,22,26,8,52,18,0,0,39,1,15,94,11,134,4,37,5,0,5,1,4,0,0
y,y,y,n,y,20,0,76,4,23,0,0,47,0,25,13,73,40,0,2,43,60,13,10,7,8,9,276,0,25,6,0,7,0,4,8,1,24,3,5,71,1,42,18,0,5,0,12,12,2,26,11,0,0,23,0,9,56,13,92,4,1,1,0,3,3,0,0,0
n,y,n,n,n,8,2,56,3,29,0,8,63,0,23,15,86,48,5,14,42,60,15,8,3,2,45,294,2,32,10,2,17,1,0,4,4,29,3,0,92,2,41,25,1,3,1,16,15,4,23,8,1,0,28,5,7,52,11,84,0,31,0,1,6,0,4,0,0
n,y,n,y,y,20,0,83,8,38,1,1,94,0,36,35,121,56,1,13,86,81,23,15,17,12,31,448,4,52,10,3,11,0,34,3,5,34,1,1,128,3,81,25,0,1,4,17,15,0,32,8,0,0,32,0,19,86,8,148,3,14,0,0,7,5,2,0,0
y,n,n,n,n,6,0,33,8,9,2,0,56,0,20,21,48,27,0,0,54,29,10,12,7,3,14,200,3,9,3,6,4,0,6,1,1,23,0,0,79,0,31,15,2,3,0,14,12,7,11,1,3,0,8,1,10,41,2,58,2,1,2,2,5,0,0,0,0
n,y,y,n,n,10,0,53,3,34,0,0,56,0,45,16,74,39,6,10,41,75,9,8,9,4,36,270,0,29,4,9,13,1,3,1,5,36,3,1,92,0,41,16,0,8,0,9,12,1,14,4,0,0,23,1,6,46,4,85,3,16,1,0,2,1,7,0,1
y,n,y,y,n,14,1,75,7,46,0,0,87,1,37,15,103,34,5,4,77,98,7,23,15,1,30,383,4,35,3,6,2,0,9,9,8,28,4,1,115,0,67,20,0,0,5,8,17,1,31,18,2,1,24,3,6,45,13,80,1,50,1,0,10,1,11,0,1
y,n,y,n,y,16,0,90,7,32,1,3,95,0,30,17,120,46,1,18,83,71,24,17,15,8,45,434,2,28,6,11,14,0,13,4,8,42,3,0,137,2,75,19,2,1,1,21,13,3,37,8,3,5,24,0,20,92,9,124,1,13,1,1,12,0,4,0,0
n,y,y,n,n,8,0,64,4,21,0,2,82,0,25,19,88,37,2,21,45,55,10,17,8,10,55,319,2,22,8,1,11,1,6,3,7,19,3,1,101,14,52,19,1,0,0,17,11,3,21,6,2,10,27,0,11,53,8,90,0,17,0,0,6,2,0,0,1
n,n,y,n,n,3,0,35,6,12,2,2,45,0,30,5,71,11,1,1,42,46,12,5,2,10,10,177,2,8,5,8,3,1,8,1,2,13,2,2,58,1,49,11,1,0,0,7,6,1,14,3,0,1,5,1,8,42,4,34,2,10,0,0,1,0,6,0,2
n,y,y,n,y,28,0,47,0,22,0,1,63,3,27,21,85,28,11,4,38,56,22,21,6,12,36,288,0,28,4,9,8,1,7,1,2,27,0,0,90,5,52,15,11,2,3,8,11,2,26,4,0,0,21,0,12,60,6,103,0,7,5,0,1,1,3,0,0
y,n,y,y,y,4,0,32,3,8,0,1,43,2,19,3,36,13,3,2,33,31,7,4,2,1,30,152,0,18,5,2,3,0,0,2,2,16,0,0,59,4,16,16,0,1,5,3,11,0,16,7,0,4,8,0,4,16,4,34,3,17,1,0,2,1,1,0,2
n,n,y,y,y,33,4,119,12,62,0,2,101,1,29,44,158,97,6,17,76,109,30,15,15,14,55,585,3,68,8,0,17,4,3,6,2,72,22,5,173,4,96,38,0,0,4,24,30,9,43,32,4,0,68,0,14,119,14,198,5,18,2,1,8,2,0,1,2
n,n,n,n,n,4,1,89,13,31,3,3,84,0,48,23,149,45,1,3,73,81,28,22,4,13,35,458,6,31,6,9,6,0,14,1,4,51,3,0,135,6,104,46,7,8,4,7,41,1,38,10,3,0,22,2,29,98,11,107,1,14,2,0,9,0,3,0,1
y,y,y,n,y,10,0,91,24,39,14,3,86,1,56,30,143,42,5,7,72,100,31,24,7,11,44,478,2,50,11,7,13,4,12,4,4,64,4,4,150,5,91,43,5,8,5,20,33,6,36,13,1,1,17,1,14,97,12,117,7,26,1,3,3,3,8,1,3
n,n,n,y,n,24,1,76,12,45,8,4,115,9,80,41,171,78,1,12,99,137,60,29,13,19,33,544,3,92,15,11,15,1,13,1,2,60,10,9,175,3,95,54,10,1,3,14,38,1,30,14,0,2,27,2,41,122,11,183,2,14,0,2,4,0,3,0,1
y,y,y,n,y,14,0,83,12,42,2,7,96,1,20,18,131,37,1,7,80,73,10,16,5,7,53,409,5,33,16,14,9,2,7,0,4,53,4,3,149,6,73,33,2,4,5,17,17,7,31,10,4,1,15,1,17,96,13,89,2,21,2,5,5,0,4,1,4
n,n,n,y,y,7,0,49,1,22,0,1,40,2,26,21,75,36,7,16,20,49,14,13,6,5,33,265,0,36,4,7,8,1,9,3,3,27,1,2,67,1,50,29,3,4,1,9,23,0,23,5,0,0,20,0,10,53,5,81,1,10,0,0,4,0,0,0,0
n,n,n,y,n,11,1,62,18,26,9,1,74,2,41,15,130,36,10,8,54,79,23,12,11,9,42,350,1,32,8,10,12,2,9,5,6,38,5,2,112,2,70,27,4,1,0,15,19,6,31,10,1,1,29,0,21,100,12,112,7,13,1,0,6,1,5,0,4
y,n,n,y,n,29,1,90,14,45,2,8,132,7,42,41,196,74,7,29,82,100,31,32,16,14,87,595,1,65,15,5,15,6,8,0,6,66,4,2,198,8,119,47,1,6,2,29,31,7,28,6,8,2,41,4,18,140,13,178,3,26,10,7,5,0,5,0,2
y,y,y,y,y,17,0,62,4,22,0,2,83,3,46,31,110,49,19,12,52,75,26,20,14,6,59,382,1,51,8,9,6,3,11,6,5,48,2,4,131,2,60,48,1,5,1,13,40,5,23,9,3,1,43,2,9,59,11,145,1,35,1,0,5,1,5,0,4
n,y,n,y,y,10,0,47,9,14,7,0,53,1,15,11,55,22,0,3,49,34,6,14,7,6,15,230,2,14,3,2,7,0,11,2,0,23,0,0,76,2,34,8,2,0,0,10,5,0,17,2,0,3,17,0,10,31,4,58,0,15,1,0,7,0,6,0,2
n,n,n,n,y,15,0,51,4,11,0,0,61,1,30,11,79,21,1,9,49,49,14,11,6,10,32,248,4,27,4,8,5,0,4,2,4,24,0,1,85,1,42,17,1,3,6,6,13,2,21,8,0,1,9,0,15,52,11,68,0,11,1,0,2,0,7,0,2
y,n,n,n,y,20,1,84,8,33,3,6,84,0,16,26,130,27,2,17,63,62,42,14,6,18,54,405,2,35,8,6,5,4,6,2,8,49,4,1,133,1,78,28,0,2,4,14,20,10,32,10,2,0,23,1,33,93,13,131,2,8,3,6,3,1,7,0,0
y,y,y,n,n,23,0,80,15,30,3,8,133,4,35,27,142,44,2,8,118,77,21,16,7,10,44,433,6,29,20,1,4,0,8,5,5,33,3,4,166,5,77,41,0,3,0,22,17,10,27,9,2,0,29,2,33,110,14,132,4,13,0,6,4,4,4,0,3
y,y,y,n,n,21,1,50,7,21,0,2,102,3,23,22,136,49,4,13,71,53,17,23,15,8,54,433,0,36,2,1,10,3,3,5,6,55,7,2,157,8,100,27,3,0,2,14,25,4,23,14,1,1,28,3,7,93,9,119,7,23,8,1,2,0,4,0,0
